covariateName,conceptId
drug_era group during day -365 through 0 days relative to index: DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,21602666
condition_era group during day -365 through 0 days relative to index: Pericarditis,4138837
condition_occurrence during day -365 through 0 days relative to index: Pulmonary thromboembolism,4121618
condition_era group during day -365 through 0 days relative to index: Pulmonary thromboembolism,4121618
condition_era group during day -365 through 0 days relative to index: Pulmonary thrombosis,4239826
condition_era group during day -365 through 0 days relative to index: Pulmonary artery thrombosis,4240612
condition_occurrence during day -365 through 0 days relative to index: Malignant tumor of colon,4180790
drug_era during day -365 through 0 days relative to index: Cefuroxime,1778162
drug_era group during day -365 through 0 days relative to index: Cefuroxime,1778162
drug_exposure during day -365 through 0 days relative to index: Ondansetron 4 MG,19083034
"drug_exposure during day -365 through 0 days relative to index: 3 ML Insulin, Glulisine, Human 100 UNT/ML Prefilled Syringe",21058194
index year: 2012,0
condition_era group during day -365 through 0 days relative to index: Impaired cognition,443432
drug_era during day -365 through 0 days relative to index: Nefopam,19015602
drug_era group during day -365 through 0 days relative to index: Nefopam,19015602
drug_era group during day -365 through 0 days relative to index: Other analgesics and antipyretics,21604354
drug_era during day -365 through 0 days relative to index: Hydromorphone,1126658
drug_era group during day -365 through 0 days relative to index: Hydromorphone,1126658
condition_era group during day -365 through 0 days relative to index: Large intestinal mass,42596178
index year: 2017,0
condition_era group during day -365 through 0 days relative to index: Abdominal abscess,4326255
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of large intestine,4246125
drug_exposure during day -365 through 0 days relative to index: Phenytoin,740910
condition_occurrence during day -365 through 0 days relative to index: Ureteric stone,201916
condition_era group during day -365 through 0 days relative to index: Ureteric stone,201916
condition_era group during day -365 through 0 days relative to index: Calculus of upper urinary tract,36713581
measurement during day -365 through 0 days relative to index: Thoracentesis,4240305
condition_era group during day -365 through 0 days relative to index: Meningitis,435785
condition_occurrence during day -365 through 0 days relative to index: Cerebrovascular accident,381316
drug_era group during day -365 through 0 days relative to index: COUGH AND COLD PREPARATIONS,21603365
"drug_era group during day -365 through 0 days relative to index: EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",21603366
drug_era group during day -365 through 0 days relative to index: Mucolytics,21603379
drug_exposure during day -365 through 0 days relative to index: Metoprolol 100 MG,19083036
drug_exposure during day -365 through 0 days relative to index: Nortriptyline 10 MG,721761
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of pelvis,198988
condition_era group during day -365 through 0 days relative to index: Congenital vascular disorder,439415
condition_era group during day -365 through 0 days relative to index: Congenital vascular malformation,4267553
condition_era group during day -365 through 0 days relative to index: Bladder dysfunction,4224118
condition_occurrence during day -365 through 0 days relative to index: Neurogenic dysfunction of the urinary bladder,4262178
condition_era group during day -365 through 0 days relative to index: Neurogenic dysfunction of the urinary bladder,4262178
condition_era group during day -365 through 0 days relative to index: Pelvic injury,4154168
drug_exposure during day -365 through 0 days relative to index: 2.5 ML latanoprost 0.05 MG/ML Ophthalmic Solution,43209210
measurement during day -365 through 0 days relative to index: Human serum albumin,4306032
drug_era group during day -365 through 0 days relative to index: HORMONE ANTAGONISTS AND RELATED AGENTS,21603829
drug_era during day -365 through 0 days relative to index: Doxazosin,1363053
drug_era group during day -365 through 0 days relative to index: Doxazosin,1363053
condition_era group during day -365 through 0 days relative to index: Lesion of neck,4185207
drug_era group during day -365 through 0 days relative to index: Benzodiazepine derivatives,21604565
condition_era group during day -365 through 0 days relative to index: Cerebrovascular accident,381316
measurement during day -365 through 0 days relative to index: Creatinine renal clearance in 24 hour Urine and Serum or Plasma,3005770
measurement during day -365 through 0 days relative to index: Annotation comment [Interpretation] Narrative,3049878
drug_era group during day -365 through 0 days relative to index: CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,21600279
drug_era group during day -365 through 0 days relative to index: Adrenergic and dopaminergic agents,21600280
condition_era group during day -365 through 0 days relative to index: Glaucoma,437541
condition_era group during day -365 through 0 days relative to index: Neoplasm of colon,4130995
condition_era group during day -365 through 0 days relative to index: Degenerative disorder of eye,375807
drug_era during day -365 through 0 days relative to index: magnesium citrate,967861
drug_era group during day -365 through 0 days relative to index: magnesium citrate,967861
drug_era group during day -365 through 0 days relative to index: Magnesium,21600892
condition_era group during day -365 through 0 days relative to index: Fracture of pelvis,4300192
drug_exposure during day -365 through 0 days relative to index: tianeptine 12.5 MG,19041932
condition_era group during day -365 through 0 days relative to index: Cataract,375545
measurement during day -365 through 0 days relative to index: Cardiac rhythm type,4091457
measurement during day -365 through 0 days relative to index: Thyroperoxidase Ab [Units/volume] in Serum or Plasma by Radioimmunoassay (RIA),3015352
measurement during day -365 through 0 days relative to index: Indicator of Surgery Cancer,2000000019
condition_era group during day -365 through 0 days relative to index: Fracture of neck of femur,433856
drug_era during day -365 through 0 days relative to index: Alprazolam,781039
drug_era group during day -365 through 0 days relative to index: Alprazolam,781039
condition_era group during day -365 through 0 days relative to index: Paralytic syndrome,374377
condition_era group during day -365 through 0 days relative to index: Lesion of eye structure,4201554
procedure_occurrence during day -365 through 0 days relative to index: Radiography of kidney-ureter-bladder,4135471
"drug_era group during day -365 through 0 days relative to index: ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",21600409
drug_era group during day -365 through 0 days relative to index: Alpha-adrenoreceptor antagonists,21600410
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of colon,197500
condition_occurrence during day -365 through 0 days relative to index: Fracture of rib,4142905
condition_era group during day -365 through 0 days relative to index: Colonic lesion,45763613
condition_era group during day -365 through 0 days relative to index: Soft tissue injury,4083964
drug_exposure during day -365 through 0 days relative to index: Fentanyl 0.025 MG/HR Transdermal System,42902803
condition_era group during day -365 through 0 days relative to index: Postoperative complication,4300243
condition_era group during day -365 through 0 days relative to index: Perioperative complication,42538046
drug_era group during day -365 through 0 days relative to index: Other antithrombotic agents,21601027
drug_era during day -365 through 0 days relative to index: rivaroxaban,40241331
drug_era group during day -365 through 0 days relative to index: rivaroxaban,40241331
condition_era group during day -365 through 0 days relative to index: Osteoarthritis,80180
drug_exposure during day -365 through 0 days relative to index: Nalbuphine Hydrochloride 10 MG/ML Injection,1593600
condition_era group during day -365 through 0 days relative to index: Encephalitis,378143
condition_era group during day -365 through 0 days relative to index: Malignant tumor of colon,4180790
condition_occurrence during day -365 through 0 days relative to index: Fracture of neck of femur,433856
condition_era group during day -365 through 0 days relative to index: Mass of colon,4143250
measurement during day -365 through 0 days relative to index: P wave axis,3006698
drug_era group during day -365 through 0 days relative to index: Corticosteroids for local oral treatment,21600033
measurement during day -365 through 0 days relative to index: P-R Interval,3007794
measurement during day -365 through 0 days relative to index: Plasma given [Volume],3000751
drug_era during day -365 through 0 days relative to index: Magnesium Sulfate,19093848
drug_era group during day -365 through 0 days relative to index: Magnesium Sulfate,19093848
drug_era during day -365 through 0 days relative to index: Bupivacaine,732893
drug_era group during day -365 through 0 days relative to index: Bupivacaine,732893
drug_exposure during day -365 through 0 days relative to index: 5 ML Rocuronium 10 MG/ML Injection,43291560
drug_era group during day -365 through 0 days relative to index: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,21602054
drug_exposure during day -365 through 0 days relative to index: Nicardipine hydrochloride 10 MG,40165073
drug_exposure during day -365 through 0 days relative to index: Piperacillin 2000 MG / tazobactam 250 MG Injection,46275427
measurement during day -365 through 0 days relative to index: Medication route [Identifier] of Dose,3043591
drug_era during day -365 through 0 days relative to index: Potassium Chloride,19049105
drug_era group during day -365 through 0 days relative to index: Potassium Chloride,19049105
drug_exposure during day -365 through 0 days relative to index: Metronidazole 500 MG,1707403
measurement during day -365 through 0 days relative to index: Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay,3013801
"measurement during day -365 through 0 days relative to index: Current medication, Insulin type",3033755
drug_exposure during day -365 through 0 days relative to index: Calcium Carbonate 500 MG,19036113
drug_era during day -365 through 0 days relative to index: esmolol,19063575
drug_era group during day -365 through 0 days relative to index: esmolol,19063575
drug_exposure during day -365 through 0 days relative to index: 100 ML Glucose 50 MG/ML Injection,36249736
drug_exposure during day -365 through 0 days relative to index: Ambroxol 30 MG,19086956
index year: 2019,0
drug_exposure during day -365 through 0 days relative to index: 2 ML Budesonide 0.5 MG/ML Inhalant Solution,21176012
drug_exposure during day -365 through 0 days relative to index: Methylprednisolone 40 MG Injection,1506430
condition_era group during day -365 through 0 days relative to index: Bleeding,437312
measurement during day -365 through 0 days relative to index: Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,3026910
measurement during day -365 through 0 days relative to index: Aortic valve Orifice area by US.continuity.VTI+Diameter,3003445
drug_exposure during day -365 through 0 days relative to index: Chlorpheniramine Maleate 4 MG,40223461
condition_era group during day -365 through 0 days relative to index: Shock,201965
drug_era during day -365 through 0 days relative to index: Triprolidine,1105889
drug_era group during day -365 through 0 days relative to index: Triprolidine,1105889
"drug_era group during day -365 through 0 days relative to index: MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",21604091
drug_era group during day -365 through 0 days relative to index: Other centrally acting agents,21604114
drug_era group during day -365 through 0 days relative to index: Opioid anesthetics,21604200
condition_era group during day -365 through 0 days relative to index: Neoplasm of head,4054835
drug_era group during day -365 through 0 days relative to index: IMMUNOSUPPRESSANTS,21603890
drug_era group during day -365 through 0 days relative to index: IMMUNOSUPPRESSANTS,21603891
drug_exposure during day -365 through 0 days relative to index: itopride hydrochloride 50 MG,42962325
measurement during day -365 through 0 days relative to index: Insulin dose,44805570
measurement during day -365 through 0 days relative to index: Pain severity [Score] [PhenX],40766725
procedure_occurrence during day -365 through 0 days relative to index: MRI of head and neck with contrast,45765716
procedure_occurrence during day -365 through 0 days relative to index: CT angiography of pulmonary artery with contrast,36717296
condition_era group during day -365 through 0 days relative to index: Malignant tumor of lung,443388
condition_era group during day -365 through 0 days relative to index: Neoplasm of lung,4128888
drug_exposure during day -365 through 0 days relative to index: Fluorouracil,955632
condition_era group during day -365 through 0 days relative to index: Neoplasm of lower respiratory tract,4112735
condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of lower respiratory tract,4334322
condition_era group during day -365 through 0 days relative to index: Lesion of lung,4116778
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of lung,258369
condition_era group during day -365 through 0 days relative to index: Lung mass,4203096
condition_era group during day -365 through 0 days relative to index: Intracranial tumor,4116092
condition_era group during day -365 through 0 days relative to index: Infection of digestive system,4193990
drug_era during day -365 through 0 days relative to index: azelastine,934075
drug_era group during day -365 through 0 days relative to index: azelastine,934075
drug_era group during day -365 through 0 days relative to index: DECONGESTANTS AND ANTIALLERGICS,21605071
drug_era group during day -365 through 0 days relative to index: Other antiallergics,21605084
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of intrathoracic organs,4247331
drug_era group during day -365 through 0 days relative to index: Bulk-forming laxatives,21600554
drug_exposure during day -365 through 0 days relative to index: 2 ML Dexmedetomidine 0.1 MG/ML Injection,19076175
drug_exposure during day -365 through 0 days relative to index: Valproate 60 MG/ML Oral Solution,36884836
condition_occurrence during day -365 through 0 days relative to index: Primary malignant neoplasm of lung,258369
drug_exposure during day -365 through 0 days relative to index: Folic Acid 1 MG,1387574
drug_era during day -365 through 0 days relative to index: remifentanil,19016749
drug_era group during day -365 through 0 days relative to index: remifentanil,19016749
measurement during day -365 through 0 days relative to index: Squamous cell carcinoma Ag [Mass/volume] in Serum or Plasma,3005411
"drug_era group during day -365 through 0 days relative to index: MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",21604070
condition_era group during day -365 through 0 days relative to index: Lesion of lumbar spine,4185976
condition_era group during day -365 through 0 days relative to index: Radiology result abnormal,441969
condition_era group during day -365 through 0 days relative to index: Imaging result abnormal,4256761
drug_era during day -365 through 0 days relative to index: hyaluronate,787787
drug_era group during day -365 through 0 days relative to index: hyaluronate,787787
drug_era group during day -365 through 0 days relative to index: OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,21604170
drug_era group during day -365 through 0 days relative to index: OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,21604171
drug_era group during day -365 through 0 days relative to index: Other drugs for disorders of the musculo-skeletal system,21604178
drug_era during day -365 through 0 days relative to index: Paroxetine,722031
drug_era group during day -365 through 0 days relative to index: Paroxetine,722031
drug_era group during day -365 through 0 days relative to index: MUSCLE RELAXANTS,21604069
drug_exposure during day -365 through 0 days relative to index: remifentanil 1 MG,35605373
condition_occurrence during day -365 through 0 days relative to index: Standard chest X-ray abnormal,4056837
condition_era group during day -365 through 0 days relative to index: Standard chest X-ray abnormal,4056837
condition_era group during day -365 through 0 days relative to index: Plain X-ray result abnormal,4058779
condition_era group during day -365 through 0 days relative to index: Imaging of thorax abnormal,40482228
drug_era group during day -365 through 0 days relative to index: MUSCULO-SKELETAL SYSTEM,21603931
condition_era group during day -365 through 0 days relative to index: Lesion of rectum,4103995
drug_era during day -365 through 0 days relative to index: ferric carboxymaltose,43560392
drug_era group during day -365 through 0 days relative to index: ferric carboxymaltose,43560392
drug_exposure during day -365 through 0 days relative to index: 10 ML ferric carboxymaltose 180 MG/ML Injectable Solution,43700290
drug_exposure during day -365 through 0 days relative to index: Finasteride 5 MG Oral Tablet,19077375
drug_era group during day -365 through 0 days relative to index: ANTIINFECTIVES FOR SYSTEMIC USE,21602795
drug_exposure during day -365 through 0 days relative to index: isoniazid 100 MG,19081585
drug_era group during day -365 through 0 days relative to index: ANTIBACTERIALS FOR SYSTEMIC USE,21602796
drug_era during day -365 through 0 days relative to index: isoniazid,1782521
drug_era group during day -365 through 0 days relative to index: isoniazid,1782521
condition_era group during day -365 through 0 days relative to index: Anorectal disorder,4145825
drug_era group during day -365 through 0 days relative to index: Hydrazides,21603102
procedure_occurrence during day -365 through 0 days relative to index: MRI of liver with contrast,4329640
condition_era group during day -365 through 0 days relative to index: Acute disease of cardiovascular system,4028367
condition_era group during day -365 through 0 days relative to index: Malignant tumor of large intestine,443396
condition_era group during day -365 through 0 days relative to index: Malignant tumor of rectum,443390
condition_era group during day -365 through 0 days relative to index: Rectal mass,4087647
condition_era group during day -365 through 0 days relative to index: Neoplasm of rectum,4131616
drug_exposure during day -365 through 0 days relative to index: Amikacin 250 MG,43201362
drug_exposure during day -365 through 0 days relative to index: Lidocaine 700 MG Transdermal System,43138833
drug_era group during day -365 through 0 days relative to index: Phenylpiperidine derivatives,21604269
condition_era group during day -365 through 0 days relative to index: Spinal injury,4095850
condition_era group during day -365 through 0 days relative to index: Traumatic and/or non-traumatic injury of back,37016775
condition_era group during day -365 through 0 days relative to index: Traumatic injury of vertebral region of back,42537893
drug_exposure during day -365 through 0 days relative to index: Calcium Citrate / Cholecalciferol Oral Tablet,40017418
condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of anorectum,40481902
drug_exposure during day -365 through 0 days relative to index: 0.8 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe,40160991
drug_era during day -365 through 0 days relative to index: Benserazide,19016463
drug_era group during day -365 through 0 days relative to index: Benserazide,19016463
condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of colon and/or rectum,36683531
condition_occurrence during day -365 through 0 days relative to index: Subarachnoid hemorrhage due to traumatic injury,4134162
condition_era group during day -365 through 0 days relative to index: Subarachnoid hemorrhage due to traumatic injury,4134162
condition_era group during day -365 through 0 days relative to index: Pulmonary embolism,440417
condition_era group during day -365 through 0 days relative to index: Trunk arterial embolus,4194610
drug_era during day -365 through 0 days relative to index: Ketoprofen,1185922
drug_era group during day -365 through 0 days relative to index: Ketoprofen,1185922
condition_occurrence during day -365 through 0 days relative to index: Primary malignant neoplasm of rectum,74582
condition_occurrence during day -365 through 0 days relative to index: Vertigo of central origin,381035
condition_era group during day -365 through 0 days relative to index: Vertigo of central origin,381035
condition_era group during day -365 through 0 days relative to index: Arterial embolus and thrombosis,312337
drug_exposure during day -365 through 0 days relative to index: atorvastatin 20 MG Oral Tablet,19123592
drug_era group during day -365 through 0 days relative to index: Other cardiac preparations,21600363
drug_exposure during day -365 through 0 days relative to index: Sertraline 50 MG Oral Tablet,739209
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of rectum,74582
condition_era group during day -365 through 0 days relative to index: Dyslexia AND/OR speech dysfunction,4024717
condition_occurrence during day -365 through 0 days relative to index: Dysarthria,4196636
condition_era group during day -365 through 0 days relative to index: Dysarthria,4196636
condition_era group during day -365 through 0 days relative to index: Aneurysm of head and neck artery,4117771
drug_era during day -365 through 0 days relative to index: Insulin Glargine,1502905
drug_era group during day -365 through 0 days relative to index: Insulin Glargine,1502905
drug_exposure during day -365 through 0 days relative to index: Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule,19133613
drug_era group during day -365 through 0 days relative to index: Direct factor Xa inhibitors,43534760
condition_occurrence during day -365 through 0 days relative to index: Malignant tumor of rectum,443390
condition_era group during day -365 through 0 days relative to index: Anomaly of eye,37018677
drug_era during day -365 through 0 days relative to index: Alendronate,1557272
drug_era group during day -365 through 0 days relative to index: Alendronate,1557272
measurement during day -365 through 0 days relative to index: Protein C [Units/volume] in Platelet poor plasma by Chromogenic method,3001149
drug_exposure during day -365 through 0 days relative to index: 3 ML Insulin Glargine 100 UNT/ML Injection,43258829
drug_era during day -365 through 0 days relative to index: Sertraline,739138
drug_era group during day -365 through 0 days relative to index: Sertraline,739138
condition_era group during day -365 through 0 days relative to index: Acute cholangitis,4267297
measurement during day -365 through 0 days relative to index: Calcium.ionized [Moles/volume] in Blood,3021119
condition_era group during day -365 through 0 days relative to index: Atherosclerosis of artery,40479625
drug_era during day -365 through 0 days relative to index: Ampicillin,1717327
drug_era group during day -365 through 0 days relative to index: Ampicillin,1717327
drug_exposure during day -365 through 0 days relative to index: Ampicillin 500 MG,19082973
drug_exposure during day -365 through 0 days relative to index: Azithromycin 250 MG Oral Tablet,19073777
drug_exposure during day -365 through 0 days relative to index: 1000 ML Glucose 100 MG/ML Injection,36249712
condition_era group during day -365 through 0 days relative to index: Malignant neoplastic disease,443392
condition_era group during day -365 through 0 days relative to index: Malignant tumor of digestive organ,4116238
condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of digestive system,40491001
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm,439392
drug_era during day -365 through 0 days relative to index: Tramadol,1103314
drug_era group during day -365 through 0 days relative to index: Tramadol,1103314
drug_era group during day -365 through 0 days relative to index: Other opioids,21604296
drug_era group during day -365 through 0 days relative to index: ANTIEMETICS AND ANTINAUSEANTS,21600490
drug_era group during day -365 through 0 days relative to index: ANTIEMETICS AND ANTINAUSEANTS,21600491
drug_era group during day -365 through 0 days relative to index: Serotonin (5HT3) antagonists,21600492
drug_era group during day -365 through 0 days relative to index: ANTINEOPLASTIC AGENTS,21601387
measurement during day -365 through 0 days relative to index: Iron binding capacity [Mass/volume] in Serum or Plasma,3021044
measurement during day -365 through 0 days relative to index: Iron [Mass/volume] in Serum or Plasma,3002400
measurement during day -365 through 0 days relative to index: Ferritin [Mass/volume] in Serum or Plasma,3001122
"drug_era group during day -365 through 0 days relative to index: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",21602098
"drug_era group during day -365 through 0 days relative to index: CORTICOSTEROIDS, PLAIN",21602099
drug_era during day -365 through 0 days relative to index: Hydrocortisone,975125
drug_era group during day -365 through 0 days relative to index: Hydrocortisone,975125
"drug_era group during day -365 through 0 days relative to index: Corticosteroids, weak (group I)",21602100
"drug_era group during day -365 through 0 days relative to index: Corticosteroids, moderately potent (group II)",21602104
drug_era group during day -365 through 0 days relative to index: OTHER ANTINEOPLASTIC AGENTS,21603746
drug_exposure during day -365 through 0 days relative to index: 2 ML Tramadol 50 MG/ML Injection,43286055
measurement during day -365 through 0 days relative to index: Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,3003785
drug_exposure during day -365 through 0 days relative to index: Piperacillin 4000 MG,46275443
measurement during day -365 through 0 days relative to index: Amylase [Enzymatic activity/volume] in Body fluid,3012133
measurement during day -365 through 0 days relative to index: Glucose [Mass/volume] in Body fluid,3019210
measurement during day -365 through 0 days relative to index: Chloride [Moles/volume] in Cerebral spinal fluid,3036172
measurement during day -365 through 0 days relative to index: Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction,40763084
condition_era group during day -365 through 0 days relative to index: Neoplasm of intra-abdominal organs,4054503
drug_era group during day -365 through 0 days relative to index: Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),21600109
condition_occurrence during day -365 through 0 days relative to index: Aortic valve stenosis,4189343
drug_exposure during day -365 through 0 days relative to index: Lactulose Oral Solution,40051138
drug_era group during day -365 through 0 days relative to index: ALKYLATING AGENTS,21601388
measurement during day -365 through 0 days relative to index: Fungus identified in Unspecified specimen by Culture,3000494
drug_era group during day -365 through 0 days relative to index: Nucleoside and nucleotide reverse transcriptase inhibitors,21603159
drug_era during day -365 through 0 days relative to index: Water,19010309
drug_era group during day -365 through 0 days relative to index: Water,19010309
drug_exposure during day -365 through 0 days relative to index: Water Injection,43516273
drug_exposure during day -365 through 0 days relative to index: Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,1103359
drug_exposure during day -365 through 0 days relative to index: Acetaminophen 650 MG Oral Tablet,1125393
drug_era group during day -365 through 0 days relative to index: Nitrogen mustard analogues,21601389
condition_occurrence during day -365 through 0 days relative to index: Inadequate food diet,4010022
drug_exposure during day -365 through 0 days relative to index: Glucose 200 MG/ML Injection,36249593
"drug_era group during day -365 through 0 days relative to index: MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",21602968
drug_era during day -365 through 0 days relative to index: Cyclophosphamide,1310317
drug_era group during day -365 through 0 days relative to index: Cyclophosphamide,1310317
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of trunk,4312698
drug_exposure during day -365 through 0 days relative to index: Cyclophosphamide 500 MG,35606510
measurement during day -365 through 0 days relative to index: Cells [#/volume] in Body fluid by Manual count,3008151
drug_exposure during day -365 through 0 days relative to index: Dexamethasone 0.5 MG,1518605
drug_era group during day -365 through 0 days relative to index: Anticholinesterases,21604803
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of abdomen,36684472
drug_exposure during day -365 through 0 days relative to index: Zinc Sulfate,19044522
drug_era group during day -365 through 0 days relative to index: ANTI-ACNE PREPARATIONS,21602281
drug_era group during day -365 through 0 days relative to index: ANTI-ACNE PREPARATIONS FOR TOPICAL USE,21602282
"drug_era group during day -365 through 0 days relative to index: Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",21600195
drug_exposure during day -365 through 0 days relative to index: Fentanyl 0.012 MG/HR Transdermal System,42902404
drug_exposure during day -365 through 0 days relative to index: Naproxen 500 MG,1115092
"drug_exposure during day -365 through 0 days relative to index: heparin sodium, porcine 100 UNT/ML",43011476
drug_exposure during day -365 through 0 days relative to index: Levodropropizine 6 MG/ML Oral Suspension,42929751
drug_era during day -365 through 0 days relative to index: Fluorouracil,955632
drug_era group during day -365 through 0 days relative to index: Fluorouracil,955632
drug_era during day -365 through 0 days relative to index: ropinirole,713823
drug_era group during day -365 through 0 days relative to index: ropinirole,713823
drug_era during day -365 through 0 days relative to index: Ceftizoxime,1777254
drug_era group during day -365 through 0 days relative to index: Ceftizoxime,1777254
drug_exposure during day -365 through 0 days relative to index: 30 ML Adenosine 3 MG/ML Injection,46234165
drug_exposure during day -365 through 0 days relative to index: Escitalopram 10 MG,19098080
condition_occurrence during day -365 through 0 days relative to index: Liver cell carcinoma,4001171
condition_era group during day -365 through 0 days relative to index: Liver cell carcinoma,4001171
condition_era group during day -365 through 0 days relative to index: Adenocarcinoma of liver,4252535
drug_exposure during day -365 through 0 days relative to index: 50 ML Dexmedetomidine 0.004 MG/ML Injection,35603042
drug_exposure during day -365 through 0 days relative to index: hemocoagulase 1 UNT/ML,42960571
drug_exposure during day -365 through 0 days relative to index: erdosteine 300 MG,19109748
drug_era during day -365 through 0 days relative to index: afloqualone,43009034
drug_era group during day -365 through 0 days relative to index: afloqualone,43009034
drug_exposure during day -365 through 0 days relative to index: Choline 400 MG Oral Tablet,1195354
condition_era group during day -365 through 0 days relative to index: Acidosis,435517
drug_exposure during day -365 through 0 days relative to index: Fluconazole 100 MG,1755073
condition_era group during day -365 through 0 days relative to index: Metabolic acidosis,4245042
condition_era group during day -365 through 0 days relative to index: Low blood pressure,317002
condition_era group during day -365 through 0 days relative to index: Nerve root disorder,4216397
drug_era during day -365 through 0 days relative to index: Cefotetan,1774932
drug_era group during day -365 through 0 days relative to index: Cefotetan,1774932
measurement during day -365 through 0 days relative to index: Hepatitis A virus IgG Ab [Presence] in Serum,3006631
drug_exposure during day -365 through 0 days relative to index: Leucovorin 15 MG,1388829
measurement during day -365 through 0 days relative to index: Acute leukemia panel - Unspecified specimen by Flow cytometry (FC),3045592
procedure_occurrence during day -365 through 0 days relative to index: Transfusion of platelet concentrate,4035234
drug_era during day -365 through 0 days relative to index: Nimodipine,1319133
drug_era group during day -365 through 0 days relative to index: Nimodipine,1319133
drug_era during day -365 through 0 days relative to index: Naloxone,1114220
drug_era group during day -365 through 0 days relative to index: Naloxone,1114220
drug_exposure during day -365 through 0 days relative to index: gabapentin 300 MG,797432
drug_era during day -365 through 0 days relative to index: ivy leaf extract,36878639
drug_era group during day -365 through 0 days relative to index: ivy leaf extract,36878639
condition_occurrence during day -365 through 0 days relative to index: Acute respiratory distress,4191650
condition_era group during day -365 through 0 days relative to index: Acute respiratory distress,4191650
condition_era group during day -365 through 0 days relative to index: Neoplasm of upper aerodigestive tract,4232106
drug_era during day -365 through 0 days relative to index: Dalteparin,1301065
drug_era group during day -365 through 0 days relative to index: Dalteparin,1301065
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of head,442131
"condition_era group during day -365 through 0 days relative to index: Malignant tumor of ear, nose and throat",4116236
condition_era group during day -365 through 0 days relative to index: Compression fracture of vertebral column,4179527
condition_era group during day -365 through 0 days relative to index: Compression fracture,40481450
condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of upper respiratory tract,40493020
measurement during day -365 through 0 days relative to index: Patient location,40759935
condition_era group during day -365 through 0 days relative to index: Loss of consciousness,372448
condition_era group during day -365 through 0 days relative to index: Decreased level of consciousness,40481424
drug_exposure during day -365 through 0 days relative to index: Granisetron 34.3 MG Transdermal System Box of 1,36420015
drug_exposure during day -365 through 0 days relative to index: Midazolam 5 MG/ML,19086213
drug_era during day -365 through 0 days relative to index: Omega-3 Fatty Acids,19106973
drug_era group during day -365 through 0 days relative to index: Omega-3 Fatty Acids,19106973
condition_era group during day -365 through 0 days relative to index: Neoplasm of upper respiratory tract,4054511
"condition_era group during day -365 through 0 days relative to index: Tumor of ear, nose and throat",4112586
drug_era during day -365 through 0 days relative to index: Coptis chinensis root extract,43525922
drug_era group during day -365 through 0 days relative to index: Coptis chinensis root extract,43525922
drug_exposure during day -365 through 0 days relative to index: Coptis chinensis root extract / ivy leaf extract Oral Suspension,42959259
drug_exposure during day -365 through 0 days relative to index: Kanamycin 1000 MG,42939508
condition_occurrence during day -365 through 0 days relative to index: Compression fracture of vertebral column,4179527
drug_exposure during day -365 through 0 days relative to index: Valproate 600 MG,36879524
condition_occurrence during day -365 through 0 days relative to index: Pleural effusion,254061
"drug_era group during day -365 through 0 days relative to index: Antiarrhythmics, class Ic",21600264
condition_era group during day -365 through 0 days relative to index: Headache disorder,375527
condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of neck,30346
drug_exposure during day -365 through 0 days relative to index: Cefotetan 1000 MG,35605994
measurement during day -365 through 0 days relative to index: Zinc [Mass/volume] in Serum or Plasma,3017394
